,Count,Interface ID,Encap Type,Time,Time Epoch,Time Delta,Time Delta Displayed,Time Relative,Number,Len,Cap Len,Marked,Ignored,Protocols
138,138,0,23,"Apr 13, 2017 15:56:44.952231000 Pacific Daylight Time",1492124204.952231000,0.000528000,0.103412000,14.443247000,10077,259,259,0,0,radiotap:wlan_radio:wlan
139,139,0,23,"Apr 13, 2017 15:56:45.056139000 Pacific Daylight Time",1492124205.056139000,0.000363000,0.103908000,14.547155000,10156,259,259,0,0,radiotap:wlan_radio:wlan
140,140,0,23,"Apr 13, 2017 15:56:45.158105000 Pacific Daylight Time",1492124205.158105000,0.000321000,0.101966000,14.649121000,10224,259,259,0,0,radiotap:wlan_radio:wlan
141,141,0,23,"Apr 13, 2017 15:56:45.254460000 Pacific Daylight Time",1492124205.254460000,0.000698000,0.096355000,14.745476000,10329,259,259,0,0,radiotap:wlan_radio:wlan
142,142,0,23,"Apr 13, 2017 15:56:45.357325000 Pacific Daylight Time",1492124205.357325000,0.000799000,0.102865000,14.848341000,10404,259,259,0,0,radiotap:wlan_radio:wlan
143,143,0,23,"Apr 13, 2017 15:56:45.463380000 Pacific Daylight Time",1492124205.463380000,0.000294000,0.106055000,14.954396000,10459,259,259,0,0,radiotap:wlan_radio:wlan
144,144,0,23,"Apr 13, 2017 15:56:45.562137000 Pacific Daylight Time",1492124205.562137000,0.005757000,0.098757000,15.053153000,10552,259,259,0,0,radiotap:wlan_radio:wlan
145,145,0,23,"Apr 13, 2017 15:56:45.669074000 Pacific Daylight Time",1492124205.669074000,0.005673000,0.106937000,15.160090000,10666,259,259,0,0,radiotap:wlan_radio:wlan
146,146,0,23,"Apr 13, 2017 15:56:45.769861000 Pacific Daylight Time",1492124205.769861000,0.005876000,0.100787000,15.260877000,10736,259,259,0,0,radiotap:wlan_radio:wlan
147,147,0,23,"Apr 13, 2017 15:56:45.870543000 Pacific Daylight Time",1492124205.870543000,0.000471000,0.100682000,15.361559000,10830,259,259,0,0,radiotap:wlan_radio:wlan
148,148,0,23,"Apr 13, 2017 15:56:45.977745000 Pacific Daylight Time",1492124205.977745000,0.000124000,0.107202000,15.468761000,10917,259,259,0,0,radiotap:wlan_radio:wlan
149,149,0,23,"Apr 13, 2017 15:56:46.082928000 Pacific Daylight Time",1492124206.082928000,0.000455000,0.105183000,15.573944000,11020,259,259,0,0,radiotap:wlan_radio:wlan
150,150,0,23,"Apr 13, 2017 15:56:46.188347000 Pacific Daylight Time",1492124206.188347000,0.000453000,0.105419000,15.679363000,11116,259,259,0,0,radiotap:wlan_radio:wlan
151,151,0,23,"Apr 13, 2017 15:56:46.278404000 Pacific Daylight Time",1492124206.278404000,0.000484000,0.090057000,15.769420000,11239,259,259,0,0,radiotap:wlan_radio:wlan
152,152,0,23,"Apr 13, 2017 15:56:46.380830000 Pacific Daylight Time",1492124206.380830000,0.010953000,0.102426000,15.871846000,11324,259,259,0,0,radiotap:wlan_radio:wlan
153,153,0,23,"Apr 13, 2017 15:56:46.483200000 Pacific Daylight Time",1492124206.483200000,0.016645000,0.102370000,15.974216000,11340,259,259,0,0,radiotap:wlan_radio:wlan
154,154,0,23,"Apr 13, 2017 15:56:46.585485000 Pacific Daylight Time",1492124206.585485000,0.016961000,0.102285000,16.076501000,11425,259,259,0,0,radiotap:wlan_radio:wlan
155,155,0,23,"Apr 13, 2017 15:56:46.688255000 Pacific Daylight Time",1492124206.688255000,0.000483000,0.102770000,16.179271000,11523,259,259,0,0,radiotap:wlan_radio:wlan
156,156,0,23,"Apr 13, 2017 15:56:46.803445000 Pacific Daylight Time",1492124206.803445000,0.000288000,0.115190000,16.294461000,11611,259,259,0,0,radiotap:wlan_radio:wlan
157,157,0,23,"Apr 13, 2017 15:56:46.897749000 Pacific Daylight Time",1492124206.897749000,0.000282000,0.094304000,16.388765000,11711,259,259,0,0,radiotap:wlan_radio:wlan
158,158,0,23,"Apr 13, 2017 15:56:47.098987000 Pacific Daylight Time",1492124207.098987000,0.005955000,0.201238000,16.590003000,11910,259,259,0,0,radiotap:wlan_radio:wlan
159,159,0,23,"Apr 13, 2017 15:56:47.209422000 Pacific Daylight Time",1492124207.209422000,0.000288000,0.110435000,16.700438000,12016,259,259,0,0,radiotap:wlan_radio:wlan
160,160,0,23,"Apr 13, 2017 15:56:47.307161000 Pacific Daylight Time",1492124207.307161000,0.000259000,0.097739000,16.798177000,12094,259,259,0,0,radiotap:wlan_radio:wlan
161,161,0,23,"Apr 13, 2017 15:56:47.411391000 Pacific Daylight Time",1492124207.411391000,0.005757000,0.104230000,16.902407000,12165,259,259,0,0,radiotap:wlan_radio:wlan
162,162,0,23,"Apr 13, 2017 15:56:47.509088000 Pacific Daylight Time",1492124207.509088000,0.000287000,0.097697000,17.000104000,12256,259,259,0,0,radiotap:wlan_radio:wlan
163,163,0,23,"Apr 13, 2017 15:56:47.609615000 Pacific Daylight Time",1492124207.609615000,0.000372000,0.100527000,17.100631000,12335,259,259,0,0,radiotap:wlan_radio:wlan
164,164,0,23,"Apr 13, 2017 15:56:47.715832000 Pacific Daylight Time",1492124207.715832000,0.000293000,0.106217000,17.206848000,12436,259,259,0,0,radiotap:wlan_radio:wlan
165,165,0,23,"Apr 13, 2017 15:56:47.832255000 Pacific Daylight Time",1492124207.832255000,0.000450000,0.116423000,17.323271000,12514,259,259,0,0,radiotap:wlan_radio:wlan
166,166,0,23,"Apr 13, 2017 15:56:47.916698000 Pacific Daylight Time",1492124207.916698000,0.000661000,0.084443000,17.407714000,12616,259,259,0,0,radiotap:wlan_radio:wlan
167,167,0,23,"Apr 13, 2017 15:56:48.019097000 Pacific Daylight Time",1492124208.019097000,0.000568000,0.102399000,17.510113000,12705,259,259,0,0,radiotap:wlan_radio:wlan
168,168,0,23,"Apr 13, 2017 15:56:48.121366000 Pacific Daylight Time",1492124208.121366000,0.002570000,0.102269000,17.612382000,12790,259,259,0,0,radiotap:wlan_radio:wlan
169,169,0,23,"Apr 13, 2017 15:56:48.228487000 Pacific Daylight Time",1492124208.228487000,0.000367000,0.107121000,17.719503000,12907,259,259,0,0,radiotap:wlan_radio:wlan
170,170,0,23,"Apr 13, 2017 15:56:48.332712000 Pacific Daylight Time",1492124208.332712000,0.000273000,0.104225000,17.823728000,12980,259,259,0,0,radiotap:wlan_radio:wlan
171,171,0,23,"Apr 13, 2017 15:56:48.434103000 Pacific Daylight Time",1492124208.434103000,0.005780000,0.101391000,17.925119000,13058,259,259,0,0,radiotap:wlan_radio:wlan
172,172,0,23,"Apr 13, 2017 15:56:48.531079000 Pacific Daylight Time",1492124208.531079000,0.000282000,0.096976000,18.022095000,13136,259,259,0,0,radiotap:wlan_radio:wlan
173,173,0,23,"Apr 13, 2017 15:56:48.639584000 Pacific Daylight Time",1492124208.639584000,0.005753000,0.108505000,18.130600000,13220,259,259,0,0,radiotap:wlan_radio:wlan
174,174,0,23,"Apr 13, 2017 15:56:48.748641000 Pacific Daylight Time",1492124208.748641000,0.005783000,0.109057000,18.239657000,13305,259,259,0,0,radiotap:wlan_radio:wlan
175,175,0,23,"Apr 13, 2017 15:56:48.847545000 Pacific Daylight Time",1492124208.847545000,0.000373000,0.098904000,18.338561000,13417,259,259,0,0,radiotap:wlan_radio:wlan
176,176,0,23,"Apr 13, 2017 15:56:48.952738000 Pacific Daylight Time",1492124208.952738000,0.000293000,0.105193000,18.443754000,13490,259,259,0,0,radiotap:wlan_radio:wlan
177,177,0,23,"Apr 13, 2017 15:56:49.055944000 Pacific Daylight Time",1492124209.055944000,0.000280000,0.103206000,18.546960000,13558,259,259,0,0,radiotap:wlan_radio:wlan
178,178,0,23,"Apr 13, 2017 15:56:49.145656000 Pacific Daylight Time",1492124209.145656000,0.000381000,0.089712000,18.636672000,13619,259,259,0,0,radiotap:wlan_radio:wlan
179,179,0,23,"Apr 13, 2017 15:56:49.251273000 Pacific Daylight Time",1492124209.251273000,0.000312000,0.105617000,18.742289000,13701,259,259,0,0,radiotap:wlan_radio:wlan
180,180,0,23,"Apr 13, 2017 15:56:49.359957000 Pacific Daylight Time",1492124209.359957000,0.000394000,0.108684000,18.850973000,13775,259,259,0,0,radiotap:wlan_radio:wlan
181,181,0,23,"Apr 13, 2017 15:56:49.455691000 Pacific Daylight Time",1492124209.455691000,0.000303000,0.095734000,18.946707000,13843,259,259,0,0,radiotap:wlan_radio:wlan
182,182,0,23,"Apr 13, 2017 15:56:49.560081000 Pacific Daylight Time",1492124209.560081000,0.000280000,0.104390000,19.051097000,13914,259,259,0,0,radiotap:wlan_radio:wlan
183,183,0,23,"Apr 13, 2017 15:56:49.657430000 Pacific Daylight Time",1492124209.657430000,0.035358000,0.097349000,19.148446000,13947,259,259,0,0,radiotap:wlan_radio:wlan
184,184,0,23,"Apr 13, 2017 15:56:49.759818000 Pacific Daylight Time",1492124209.759818000,0.033288000,0.102388000,19.250834000,13960,259,259,0,0,radiotap:wlan_radio:wlan
185,185,0,23,"Apr 13, 2017 15:56:49.866023000 Pacific Daylight Time",1492124209.866023000,0.000297000,0.106205000,19.357039000,14013,259,259,0,0,radiotap:wlan_radio:wlan
186,186,0,23,"Apr 13, 2017 15:56:49.964576000 Pacific Daylight Time",1492124209.964576000,0.004854000,0.098553000,19.455592000,14064,259,259,0,0,radiotap:wlan_radio:wlan
187,187,0,23,"Apr 13, 2017 15:56:50.066994000 Pacific Daylight Time",1492124210.066994000,0.000459000,0.102418000,19.558010000,14070,259,259,0,0,radiotap:wlan_radio:wlan
188,188,0,23,"Apr 13, 2017 15:56:50.169729000 Pacific Daylight Time",1492124210.169729000,0.000293000,0.102735000,19.660745000,14203,259,259,0,0,radiotap:wlan_radio:wlan
189,189,0,23,"Apr 13, 2017 15:56:50.274869000 Pacific Daylight Time",1492124210.274869000,0.000288000,0.105140000,19.765885000,14284,259,259,0,0,radiotap:wlan_radio:wlan
190,190,0,23,"Apr 13, 2017 15:56:50.374075000 Pacific Daylight Time",1492124210.374075000,0.011932000,0.099206000,19.865091000,14425,259,259,0,0,radiotap:wlan_radio:wlan
191,191,0,23,"Apr 13, 2017 15:56:50.481040000 Pacific Daylight Time",1492124210.481040000,0.005768000,0.106965000,19.972056000,14529,259,259,0,0,radiotap:wlan_radio:wlan
192,192,0,23,"Apr 13, 2017 15:56:50.591594000 Pacific Daylight Time",1492124210.591594000,0.000385000,0.110554000,20.082610000,14624,259,259,0,0,radiotap:wlan_radio:wlan
193,193,0,23,"Apr 13, 2017 15:56:50.886156000 Pacific Daylight Time",1492124210.886156000,0.010745000,0.294562000,20.377172000,14772,259,259,0,0,radiotap:wlan_radio:wlan
194,194,0,23,"Apr 13, 2017 15:56:50.988528000 Pacific Daylight Time",1492124210.988528000,0.000420000,0.102372000,20.479544000,14970,259,259,0,0,radiotap:wlan_radio:wlan
195,195,0,23,"Apr 13, 2017 15:56:51.103987000 Pacific Daylight Time",1492124211.103987000,0.000378000,0.115459000,20.595003000,15118,259,259,0,0,radiotap:wlan_radio:wlan
196,196,0,23,"Apr 13, 2017 15:56:51.202023000 Pacific Daylight Time",1492124211.202023000,0.000284000,0.098036000,20.693039000,15197,259,259,0,0,radiotap:wlan_radio:wlan
197,197,0,23,"Apr 13, 2017 15:56:51.298470000 Pacific Daylight Time",1492124211.298470000,0.000127000,0.096447000,20.789486000,15260,259,259,0,0,radiotap:wlan_radio:wlan
198,198,0,23,"Apr 13, 2017 15:56:51.397916000 Pacific Daylight Time",1492124211.397916000,0.000129000,0.099446000,20.888932000,15331,259,259,0,0,radiotap:wlan_radio:wlan
199,199,0,23,"Apr 13, 2017 15:56:51.506209000 Pacific Daylight Time",1492124211.506209000,0.000384000,0.108293000,20.997225000,15412,259,259,0,0,radiotap:wlan_radio:wlan
200,200,0,23,"Apr 13, 2017 15:56:51.603053000 Pacific Daylight Time",1492124211.603053000,0.000381000,0.096844000,21.094069000,15492,259,259,0,0,radiotap:wlan_radio:wlan
201,201,0,23,"Apr 13, 2017 15:56:51.710051000 Pacific Daylight Time",1492124211.710051000,0.000294000,0.106998000,21.201067000,15569,259,259,0,0,radiotap:wlan_radio:wlan
202,202,0,23,"Apr 13, 2017 15:56:51.817013000 Pacific Daylight Time",1492124211.817013000,0.000456000,0.106962000,21.308029000,15648,259,259,0,0,radiotap:wlan_radio:wlan
203,203,0,23,"Apr 13, 2017 15:56:51.910591000 Pacific Daylight Time",1492124211.910591000,0.000223000,0.093578000,21.401607000,15722,259,259,0,0,radiotap:wlan_radio:wlan
204,204,0,23,"Apr 13, 2017 15:56:52.020224000 Pacific Daylight Time",1492124212.020224000,0.000297000,0.109633000,21.511240000,15796,259,259,0,0,radiotap:wlan_radio:wlan
205,205,0,23,"Apr 13, 2017 15:56:52.123852000 Pacific Daylight Time",1492124212.123852000,0.000283000,0.103628000,21.614868000,15854,259,259,0,0,radiotap:wlan_radio:wlan
206,206,0,23,"Apr 13, 2017 15:56:52.217250000 Pacific Daylight Time",1492124212.217250000,0.008671000,0.093398000,21.708266000,15888,259,259,0,0,radiotap:wlan_radio:wlan
207,207,0,23,"Apr 13, 2017 15:56:52.321169000 Pacific Daylight Time",1492124212.321169000,0.000282000,0.103919000,21.812185000,15937,259,259,0,0,radiotap:wlan_radio:wlan
208,208,0,23,"Apr 13, 2017 15:56:52.430727000 Pacific Daylight Time",1492124212.430727000,0.000560000,0.109558000,21.921743000,16034,259,259,0,0,radiotap:wlan_radio:wlan
209,209,0,23,"Apr 13, 2017 15:56:52.529957000 Pacific Daylight Time",1492124212.529957000,0.005916000,0.099230000,22.020973000,16120,259,259,0,0,radiotap:wlan_radio:wlan
210,210,0,23,"Apr 13, 2017 15:56:52.639603000 Pacific Daylight Time",1492124212.639603000,0.000409000,0.109646000,22.130619000,16198,259,259,0,0,radiotap:wlan_radio:wlan
211,211,0,23,"Apr 13, 2017 15:56:52.732471000 Pacific Daylight Time",1492124212.732471000,0.000463000,0.092868000,22.223487000,16257,259,259,0,0,radiotap:wlan_radio:wlan
212,212,0,23,"Apr 13, 2017 15:56:52.831643000 Pacific Daylight Time",1492124212.831643000,0.020364000,0.099172000,22.322659000,16311,259,259,0,0,radiotap:wlan_radio:wlan
213,213,0,23,"Apr 13, 2017 15:56:52.933914000 Pacific Daylight Time",1492124212.933914000,0.004208000,0.102271000,22.424930000,16357,259,259,0,0,radiotap:wlan_radio:wlan
214,214,0,23,"Apr 13, 2017 15:56:53.043004000 Pacific Daylight Time",1492124213.043004000,0.000281000,0.109090000,22.534020000,16453,259,259,0,0,radiotap:wlan_radio:wlan
215,215,0,23,"Apr 13, 2017 15:56:53.142161000 Pacific Daylight Time",1492124213.142161000,0.000367000,0.099157000,22.633177000,16536,259,259,0,0,radiotap:wlan_radio:wlan
216,216,0,23,"Apr 13, 2017 15:56:53.248573000 Pacific Daylight Time",1492124213.248573000,0.000284000,0.106412000,22.739589000,16619,259,259,0,0,radiotap:wlan_radio:wlan
217,217,0,23,"Apr 13, 2017 15:56:53.354824000 Pacific Daylight Time",1492124213.354824000,0.000297000,0.106251000,22.845840000,16704,259,259,0,0,radiotap:wlan_radio:wlan
218,218,0,23,"Apr 13, 2017 15:56:53.447236000 Pacific Daylight Time",1492124213.447236000,0.000454000,0.092412000,22.938252000,16763,259,259,0,0,radiotap:wlan_radio:wlan
219,219,0,23,"Apr 13, 2017 15:56:53.552743000 Pacific Daylight Time",1492124213.552743000,0.000291000,0.105507000,23.043759000,16855,259,259,0,0,radiotap:wlan_radio:wlan
220,220,0,23,"Apr 13, 2017 15:56:53.650823000 Pacific Daylight Time",1492124213.650823000,0.000407000,0.098080000,23.141839000,16945,259,259,0,0,radiotap:wlan_radio:wlan
221,221,0,23,"Apr 13, 2017 15:56:53.756491000 Pacific Daylight Time",1492124213.756491000,0.000277000,0.105668000,23.247507000,17041,259,259,0,0,radiotap:wlan_radio:wlan
222,222,0,23,"Apr 13, 2017 15:56:53.861628000 Pacific Daylight Time",1492124213.861628000,0.000284000,0.105137000,23.352644000,17113,259,259,0,0,radiotap:wlan_radio:wlan
223,223,0,23,"Apr 13, 2017 15:56:53.957907000 Pacific Daylight Time",1492124213.957907000,0.000272000,0.096279000,23.448923000,17179,259,259,0,0,radiotap:wlan_radio:wlan
224,224,0,23,"Apr 13, 2017 15:56:54.065688000 Pacific Daylight Time",1492124214.065688000,0.000283000,0.107781000,23.556704000,17246,259,259,0,0,radiotap:wlan_radio:wlan
225,225,0,23,"Apr 13, 2017 15:56:54.162764000 Pacific Daylight Time",1492124214.162764000,0.036601000,0.097076000,23.653780000,17303,259,259,0,0,radiotap:wlan_radio:wlan
226,226,0,23,"Apr 13, 2017 15:56:54.265128000 Pacific Daylight Time",1492124214.265128000,0.005121000,0.102364000,23.756144000,17315,259,259,0,0,radiotap:wlan_radio:wlan
227,227,0,23,"Apr 13, 2017 15:56:54.376637000 Pacific Daylight Time",1492124214.376637000,0.000322000,0.111509000,23.867653000,17425,259,259,0,0,radiotap:wlan_radio:wlan
228,228,0,23,"Apr 13, 2017 15:56:54.472138000 Pacific Daylight Time",1492124214.472138000,0.000281000,0.095501000,23.963154000,17482,259,259,0,0,radiotap:wlan_radio:wlan
229,229,0,23,"Apr 13, 2017 15:56:54.576702000 Pacific Daylight Time",1492124214.576702000,0.005781000,0.104564000,24.067718000,17563,259,259,0,0,radiotap:wlan_radio:wlan
230,230,0,23,"Apr 13, 2017 15:56:54.678454000 Pacific Daylight Time",1492124214.678454000,0.005745000,0.101752000,24.169470000,17634,259,259,0,0,radiotap:wlan_radio:wlan
231,231,0,23,"Apr 13, 2017 15:56:54.787332000 Pacific Daylight Time",1492124214.787332000,0.000072000,0.108878000,24.278348000,17703,259,259,0,0,radiotap:wlan_radio:wlan
232,232,0,23,"Apr 13, 2017 15:56:54.893980000 Pacific Daylight Time",1492124214.893980000,0.000275000,0.106648000,24.384996000,17779,259,259,0,0,radiotap:wlan_radio:wlan
233,233,0,23,"Apr 13, 2017 15:56:54.982471000 Pacific Daylight Time",1492124214.982471000,0.000281000,0.088491000,24.473487000,17841,259,259,0,0,radiotap:wlan_radio:wlan
234,234,0,23,"Apr 13, 2017 15:56:55.086504000 Pacific Daylight Time",1492124215.086504000,0.000281000,0.104033000,24.577520000,17914,259,259,0,0,radiotap:wlan_radio:wlan
235,235,0,23,"Apr 13, 2017 15:56:55.192201000 Pacific Daylight Time",1492124215.192201000,0.000215000,0.105697000,24.683217000,17987,259,259,0,0,radiotap:wlan_radio:wlan
236,236,0,23,"Apr 13, 2017 15:56:55.296456000 Pacific Daylight Time",1492124215.296456000,0.000284000,0.104255000,24.787472000,18042,259,259,0,0,radiotap:wlan_radio:wlan
237,237,0,23,"Apr 13, 2017 15:56:55.391668000 Pacific Daylight Time",1492124215.391668000,0.004712000,0.095212000,24.882684000,18060,259,259,0,0,radiotap:wlan_radio:wlan
238,238,0,23,"Apr 13, 2017 15:56:55.505080000 Pacific Daylight Time",1492124215.505080000,0.000278000,0.113412000,24.996096000,18106,259,259,0,0,radiotap:wlan_radio:wlan
239,239,0,23,"Apr 13, 2017 15:56:55.611954000 Pacific Daylight Time",1492124215.611954000,0.000381000,0.106874000,25.102970000,18177,259,259,0,0,radiotap:wlan_radio:wlan
240,240,0,23,"Apr 13, 2017 15:56:55.702511000 Pacific Daylight Time",1492124215.702511000,0.000283000,0.090557000,25.193527000,18244,259,259,0,0,radiotap:wlan_radio:wlan
241,241,0,23,"Apr 13, 2017 15:56:55.802593000 Pacific Daylight Time",1492124215.802593000,0.000593000,0.100082000,25.293609000,18338,259,259,0,0,radiotap:wlan_radio:wlan
242,242,0,23,"Apr 13, 2017 15:56:55.905878000 Pacific Daylight Time",1492124215.905878000,0.005745000,0.103285000,25.396894000,18419,259,259,0,0,radiotap:wlan_radio:wlan
243,243,0,23,"Apr 13, 2017 15:56:56.006025000 Pacific Daylight Time",1492124216.006025000,0.000283000,0.100147000,25.497041000,18482,259,259,0,0,radiotap:wlan_radio:wlan
244,244,0,23,"Apr 13, 2017 15:56:56.117359000 Pacific Daylight Time",1492124216.117359000,0.000377000,0.111334000,25.608375000,18566,259,259,0,0,radiotap:wlan_radio:wlan
245,245,0,23,"Apr 13, 2017 15:56:56.213134000 Pacific Daylight Time",1492124216.213134000,0.000616000,0.095775000,25.704150000,18666,259,259,0,0,radiotap:wlan_radio:wlan
246,246,0,23,"Apr 13, 2017 15:56:56.313666000 Pacific Daylight Time",1492124216.313666000,0.000223000,0.100532000,25.804682000,18736,259,259,0,0,radiotap:wlan_radio:wlan
247,247,0,23,"Apr 13, 2017 15:56:56.420101000 Pacific Daylight Time",1492124216.420101000,0.000458000,0.106435000,25.911117000,18818,259,259,0,0,radiotap:wlan_radio:wlan
248,248,0,23,"Apr 13, 2017 15:56:56.518853000 Pacific Daylight Time",1492124216.518853000,0.000467000,0.098752000,26.009869000,18886,259,259,0,0,radiotap:wlan_radio:wlan
249,249,0,23,"Apr 13, 2017 15:56:56.624735000 Pacific Daylight Time",1492124216.624735000,0.000457000,0.105882000,26.115751000,18967,259,259,0,0,radiotap:wlan_radio:wlan
250,250,0,23,"Apr 13, 2017 15:56:56.824999000 Pacific Daylight Time",1492124216.824999000,0.001140000,0.200264000,26.316015000,19278,259,259,0,0,radiotap:wlan_radio:wlan
251,251,0,23,"Apr 13, 2017 15:56:56.927397000 Pacific Daylight Time",1492124216.927397000,0.015640000,0.102398000,26.418413000,19372,259,259,0,0,radiotap:wlan_radio:wlan
252,252,0,23,"Apr 13, 2017 15:56:57.034286000 Pacific Daylight Time",1492124217.034286000,0.005752000,0.106889000,26.525302000,19429,259,259,0,0,radiotap:wlan_radio:wlan
253,253,0,23,"Apr 13, 2017 15:56:57.134113000 Pacific Daylight Time",1492124217.134113000,0.000453000,0.099827000,26.625129000,19518,259,259,0,0,radiotap:wlan_radio:wlan
254,254,0,23,"Apr 13, 2017 15:56:57.237262000 Pacific Daylight Time",1492124217.237262000,0.000283000,0.103149000,26.728278000,19601,259,259,0,0,radiotap:wlan_radio:wlan
255,255,0,23,"Apr 13, 2017 15:56:57.343373000 Pacific Daylight Time",1492124217.343373000,0.000286000,0.106111000,26.834389000,19696,259,259,0,0,radiotap:wlan_radio:wlan
256,256,0,23,"Apr 13, 2017 15:56:57.443001000 Pacific Daylight Time",1492124217.443001000,0.000124000,0.099628000,26.934017000,19776,259,259,0,0,radiotap:wlan_radio:wlan
257,257,0,23,"Apr 13, 2017 15:56:57.546216000 Pacific Daylight Time",1492124217.546216000,0.000457000,0.103215000,27.037232000,19863,259,259,0,0,radiotap:wlan_radio:wlan
258,258,0,23,"Apr 13, 2017 15:56:57.652735000 Pacific Daylight Time",1492124217.652735000,0.000462000,0.106519000,27.143751000,19943,259,259,0,0,radiotap:wlan_radio:wlan
259,259,0,23,"Apr 13, 2017 15:56:57.754936000 Pacific Daylight Time",1492124217.754936000,0.000454000,0.102201000,27.245952000,20005,259,259,0,0,radiotap:wlan_radio:wlan
260,260,0,23,"Apr 13, 2017 15:56:57.848836000 Pacific Daylight Time",1492124217.848836000,0.000283000,0.093900000,27.339852000,20031,259,259,0,0,radiotap:wlan_radio:wlan
261,261,0,23,"Apr 13, 2017 15:56:57.951320000 Pacific Daylight Time",1492124217.951320000,0.063921000,0.102484000,27.442336000,20035,259,259,0,0,radiotap:wlan_radio:wlan
262,262,0,23,"Apr 13, 2017 15:56:58.053728000 Pacific Daylight Time",1492124218.053728000,0.000834000,0.102408000,27.544744000,20084,259,259,0,0,radiotap:wlan_radio:wlan
263,263,0,23,"Apr 13, 2017 15:56:58.161457000 Pacific Daylight Time",1492124218.161457000,0.000326000,0.107729000,27.652473000,20165,259,259,0,0,radiotap:wlan_radio:wlan
264,264,0,23,"Apr 13, 2017 15:56:58.269432000 Pacific Daylight Time",1492124218.269432000,0.000469000,0.107975000,27.760448000,20248,259,259,0,0,radiotap:wlan_radio:wlan
265,265,0,23,"Apr 13, 2017 15:56:58.364819000 Pacific Daylight Time",1492124218.364819000,0.000465000,0.095387000,27.855835000,20315,259,259,0,0,radiotap:wlan_radio:wlan
266,266,0,23,"Apr 13, 2017 15:56:58.465531000 Pacific Daylight Time",1492124218.465531000,0.000225000,0.100712000,27.956547000,20398,259,259,0,0,radiotap:wlan_radio:wlan
267,267,0,23,"Apr 13, 2017 15:56:58.565606000 Pacific Daylight Time",1492124218.565606000,0.000283000,0.100075000,28.056622000,20474,259,259,0,0,radiotap:wlan_radio:wlan
268,268,0,23,"Apr 13, 2017 15:56:58.669065000 Pacific Daylight Time",1492124218.669065000,0.000301000,0.103459000,28.160081000,20537,259,259,0,0,radiotap:wlan_radio:wlan
269,269,0,23,"Apr 13, 2017 15:56:58.776183000 Pacific Daylight Time",1492124218.776183000,0.000281000,0.107118000,28.267199000,20621,259,259,0,0,radiotap:wlan_radio:wlan
270,270,0,23,"Apr 13, 2017 15:56:58.872877000 Pacific Daylight Time",1492124218.872877000,0.000518000,0.096694000,28.363893000,20693,259,259,0,0,radiotap:wlan_radio:wlan
271,271,0,23,"Apr 13, 2017 15:56:58.976692000 Pacific Daylight Time",1492124218.976692000,0.000274000,0.103815000,28.467708000,20781,259,259,0,0,radiotap:wlan_radio:wlan
272,272,0,23,"Apr 13, 2017 15:56:59.077666000 Pacific Daylight Time",1492124219.077666000,0.001950000,0.100974000,28.568682000,20823,259,259,0,0,radiotap:wlan_radio:wlan
273,273,0,23,"Apr 13, 2017 15:56:59.180054000 Pacific Daylight Time",1492124219.180054000,0.026808000,0.102388000,28.671070000,20835,259,259,0,0,radiotap:wlan_radio:wlan
274,274,0,23,"Apr 13, 2017 15:56:59.287022000 Pacific Daylight Time",1492124219.287022000,0.000282000,0.106968000,28.778038000,20899,259,259,0,0,radiotap:wlan_radio:wlan
275,275,0,23,"Apr 13, 2017 15:56:59.498204000 Pacific Daylight Time",1492124219.498204000,0.000216000,0.211182000,28.989220000,21065,259,259,0,0,radiotap:wlan_radio:wlan
276,276,0,23,"Apr 13, 2017 15:56:59.599281000 Pacific Daylight Time",1492124219.599281000,0.000279000,0.101077000,29.090297000,21154,259,259,0,0,radiotap:wlan_radio:wlan
277,277,0,23,"Apr 13, 2017 15:56:59.693220000 Pacific Daylight Time",1492124219.693220000,0.000286000,0.093939000,29.184236000,21246,259,259,0,0,radiotap:wlan_radio:wlan
278,278,0,23,"Apr 13, 2017 15:56:59.794688000 Pacific Daylight Time",1492124219.794688000,0.000287000,0.101468000,29.285704000,21322,259,259,0,0,radiotap:wlan_radio:wlan
279,279,0,23,"Apr 13, 2017 15:56:59.896809000 Pacific Daylight Time",1492124219.896809000,0.010705000,0.102121000,29.387825000,21462,259,259,0,0,radiotap:wlan_radio:wlan
280,280,0,23,"Apr 13, 2017 15:57:00.004874000 Pacific Daylight Time",1492124220.004874000,0.006888000,0.108065000,29.495890000,21480,259,259,0,0,radiotap:wlan_radio:wlan
281,281,0,23,"Apr 13, 2017 15:57:00.102202000 Pacific Daylight Time",1492124220.102202000,0.000250000,0.097328000,29.593218000,21575,259,259,0,0,radiotap:wlan_radio:wlan
282,282,0,23,"Apr 13, 2017 15:57:00.205375000 Pacific Daylight Time",1492124220.205375000,0.000286000,0.103173000,29.696391000,21646,259,259,0,0,radiotap:wlan_radio:wlan
283,283,0,23,"Apr 13, 2017 15:57:00.306285000 Pacific Daylight Time",1492124220.306285000,0.000258000,0.100910000,29.797301000,21770,259,259,0,0,radiotap:wlan_radio:wlan
284,284,0,23,"Apr 13, 2017 15:57:00.416849000 Pacific Daylight Time",1492124220.416849000,0.000262000,0.110564000,29.907865000,21881,259,259,0,0,radiotap:wlan_radio:wlan
285,285,0,23,"Apr 13, 2017 15:57:00.515255000 Pacific Daylight Time",1492124220.515255000,0.000263000,0.098406000,30.006271000,21962,259,259,0,0,radiotap:wlan_radio:wlan
