,Count,Interface ID,Encap Type,Time,Time Epoch,Time Delta,Time Delta Displayed,Time Relative,Number,Len,Cap Len,Marked,Ignored,Protocols
286,286,0,23,"Apr 13, 2017 15:57:00.615787000 Pacific Daylight Time",1492124220.615787000,0.004089000,0.100532000,30.106803000,22046,259,259,0,0,radiotap:wlan_radio:wlan
287,287,0,23,"Apr 13, 2017 15:57:00.715947000 Pacific Daylight Time",1492124220.715947000,0.000301000,0.100160000,30.206963000,22118,259,259,0,0,radiotap:wlan_radio:wlan
288,288,0,23,"Apr 13, 2017 15:57:00.825711000 Pacific Daylight Time",1492124220.825711000,0.008311000,0.109764000,30.316727000,22154,259,259,0,0,radiotap:wlan_radio:wlan
289,289,0,23,"Apr 13, 2017 15:57:00.923035000 Pacific Daylight Time",1492124220.923035000,0.000298000,0.097324000,30.414051000,22219,259,259,0,0,radiotap:wlan_radio:wlan
290,290,0,23,"Apr 13, 2017 15:57:01.024632000 Pacific Daylight Time",1492124221.024632000,0.000282000,0.101597000,30.515648000,22308,259,259,0,0,radiotap:wlan_radio:wlan
291,291,0,23,"Apr 13, 2017 15:57:01.132385000 Pacific Daylight Time",1492124221.132385000,0.000362000,0.107753000,30.623401000,22408,259,259,0,0,radiotap:wlan_radio:wlan
292,292,0,23,"Apr 13, 2017 15:57:01.235612000 Pacific Daylight Time",1492124221.235612000,0.000292000,0.103227000,30.726628000,22483,259,259,0,0,radiotap:wlan_radio:wlan
293,293,0,23,"Apr 13, 2017 15:57:01.330398000 Pacific Daylight Time",1492124221.330398000,0.000450000,0.094786000,30.821414000,22569,259,259,0,0,radiotap:wlan_radio:wlan
294,294,0,23,"Apr 13, 2017 15:57:01.432858000 Pacific Daylight Time",1492124221.432858000,0.000201000,0.102460000,30.923874000,22662,259,259,0,0,radiotap:wlan_radio:wlan
295,295,0,23,"Apr 13, 2017 15:57:01.544080000 Pacific Daylight Time",1492124221.544080000,0.000285000,0.111222000,31.035096000,22754,259,259,0,0,radiotap:wlan_radio:wlan
296,296,0,23,"Apr 13, 2017 15:57:01.641038000 Pacific Daylight Time",1492124221.641038000,0.000469000,0.096958000,31.132054000,22830,259,259,0,0,radiotap:wlan_radio:wlan
297,297,0,23,"Apr 13, 2017 15:57:01.745370000 Pacific Daylight Time",1492124221.745370000,0.000463000,0.104332000,31.236386000,22903,259,259,0,0,radiotap:wlan_radio:wlan
298,298,0,23,"Apr 13, 2017 15:57:01.850493000 Pacific Daylight Time",1492124221.850493000,0.000186000,0.105123000,31.341509000,22988,259,259,0,0,radiotap:wlan_radio:wlan
299,299,0,23,"Apr 13, 2017 15:57:01.955735000 Pacific Daylight Time",1492124221.955735000,0.000463000,0.105242000,31.446751000,23069,259,259,0,0,radiotap:wlan_radio:wlan
300,300,0,23,"Apr 13, 2017 15:57:02.047680000 Pacific Daylight Time",1492124222.047680000,0.000578000,0.091945000,31.538696000,23154,259,259,0,0,radiotap:wlan_radio:wlan
301,301,0,23,"Apr 13, 2017 15:57:02.153261000 Pacific Daylight Time",1492124222.153261000,0.000402000,0.105581000,31.644277000,23223,259,259,0,0,radiotap:wlan_radio:wlan
302,302,0,23,"Apr 13, 2017 15:57:02.251903000 Pacific Daylight Time",1492124222.251903000,0.000481000,0.098642000,31.742919000,23303,259,259,0,0,radiotap:wlan_radio:wlan
303,303,0,23,"Apr 13, 2017 15:57:02.354245000 Pacific Daylight Time",1492124222.354245000,0.014624000,0.102342000,31.845261000,23406,259,259,0,0,radiotap:wlan_radio:wlan
304,304,0,23,"Apr 13, 2017 15:57:02.461455000 Pacific Daylight Time",1492124222.461455000,0.004247000,0.107210000,31.952471000,23487,259,259,0,0,radiotap:wlan_radio:wlan
305,305,0,23,"Apr 13, 2017 15:57:02.563432000 Pacific Daylight Time",1492124222.563432000,0.005777000,0.101977000,32.054448000,23572,259,259,0,0,radiotap:wlan_radio:wlan
306,306,0,23,"Apr 13, 2017 15:57:02.661379000 Pacific Daylight Time",1492124222.661379000,0.000542000,0.097947000,32.152395000,23653,259,259,0,0,radiotap:wlan_radio:wlan
307,307,0,23,"Apr 13, 2017 15:57:02.871811000 Pacific Daylight Time",1492124222.871811000,0.004256000,0.210432000,32.362827000,23824,259,259,0,0,radiotap:wlan_radio:wlan
308,308,0,23,"Apr 13, 2017 15:57:02.969809000 Pacific Daylight Time",1492124222.969809000,0.000463000,0.097998000,32.460825000,23884,259,259,0,0,radiotap:wlan_radio:wlan
309,309,0,23,"Apr 13, 2017 15:57:03.078996000 Pacific Daylight Time",1492124223.078996000,0.000465000,0.109187000,32.570012000,23966,259,259,0,0,radiotap:wlan_radio:wlan
310,310,0,23,"Apr 13, 2017 15:57:03.177495000 Pacific Daylight Time",1492124223.177495000,0.000126000,0.098499000,32.668511000,24039,259,259,0,0,radiotap:wlan_radio:wlan
311,311,0,23,"Apr 13, 2017 15:57:03.281142000 Pacific Daylight Time",1492124223.281142000,0.000465000,0.103647000,32.772158000,24105,259,259,0,0,radiotap:wlan_radio:wlan
312,312,0,23,"Apr 13, 2017 15:57:03.385787000 Pacific Daylight Time",1492124223.385787000,0.000349000,0.104645000,32.876803000,24170,259,259,0,0,radiotap:wlan_radio:wlan
313,313,0,23,"Apr 13, 2017 15:57:03.480592000 Pacific Daylight Time",1492124223.480592000,0.001404000,0.094805000,32.971608000,24230,259,259,0,0,radiotap:wlan_radio:wlan
314,314,0,23,"Apr 13, 2017 15:57:03.593381000 Pacific Daylight Time",1492124223.593381000,0.000464000,0.112789000,33.084397000,24351,259,259,0,0,radiotap:wlan_radio:wlan
315,315,0,23,"Apr 13, 2017 15:57:03.688155000 Pacific Daylight Time",1492124223.688155000,0.000277000,0.094774000,33.179171000,24418,259,259,0,0,radiotap:wlan_radio:wlan
316,316,0,23,"Apr 13, 2017 15:57:03.795239000 Pacific Daylight Time",1492124223.795239000,0.000281000,0.107084000,33.286255000,24496,259,259,0,0,radiotap:wlan_radio:wlan
317,317,0,23,"Apr 13, 2017 15:57:03.893609000 Pacific Daylight Time",1492124223.893609000,0.000271000,0.098370000,33.384625000,24570,259,259,0,0,radiotap:wlan_radio:wlan
318,318,0,23,"Apr 13, 2017 15:57:04.000610000 Pacific Daylight Time",1492124224.000610000,0.000288000,0.107001000,33.491626000,24645,259,259,0,0,radiotap:wlan_radio:wlan
319,319,0,23,"Apr 13, 2017 15:57:04.106224000 Pacific Daylight Time",1492124224.106224000,0.000227000,0.105614000,33.597240000,24719,259,259,0,0,radiotap:wlan_radio:wlan
320,320,0,23,"Apr 13, 2017 15:57:04.197865000 Pacific Daylight Time",1492124224.197865000,0.000220000,0.091641000,33.688881000,24812,259,259,0,0,radiotap:wlan_radio:wlan
321,321,0,23,"Apr 13, 2017 15:57:04.305033000 Pacific Daylight Time",1492124224.305033000,0.000220000,0.107168000,33.796049000,24892,259,259,0,0,radiotap:wlan_radio:wlan
322,322,0,23,"Apr 13, 2017 15:57:04.402148000 Pacific Daylight Time",1492124224.402148000,0.000240000,0.097115000,33.893164000,24964,259,259,0,0,radiotap:wlan_radio:wlan
323,323,0,23,"Apr 13, 2017 15:57:04.511475000 Pacific Daylight Time",1492124224.511475000,0.000280000,0.109327000,34.002491000,25058,259,259,0,0,radiotap:wlan_radio:wlan
324,324,0,23,"Apr 13, 2017 15:57:04.606956000 Pacific Daylight Time",1492124224.606956000,0.001005000,0.095481000,34.097972000,25133,259,259,0,0,radiotap:wlan_radio:wlan
325,325,0,23,"Apr 13, 2017 15:57:04.713576000 Pacific Daylight Time",1492124224.713576000,0.005707000,0.106620000,34.204592000,25214,259,259,0,0,radiotap:wlan_radio:wlan
326,326,0,23,"Apr 13, 2017 15:57:04.814607000 Pacific Daylight Time",1492124224.814607000,0.005669000,0.101031000,34.305623000,25285,259,259,0,0,radiotap:wlan_radio:wlan
327,327,0,23,"Apr 13, 2017 15:57:04.917235000 Pacific Daylight Time",1492124224.917235000,0.000285000,0.102628000,34.408251000,25358,259,259,0,0,radiotap:wlan_radio:wlan
328,328,0,23,"Apr 13, 2017 15:57:05.016512000 Pacific Daylight Time",1492124225.016512000,0.002529000,0.099277000,34.507528000,25493,259,259,0,0,radiotap:wlan_radio:wlan
329,329,0,23,"Apr 13, 2017 15:57:05.118907000 Pacific Daylight Time",1492124225.118907000,0.013848000,0.102395000,34.609923000,25609,259,259,0,0,radiotap:wlan_radio:wlan
330,330,0,23,"Apr 13, 2017 15:57:05.221250000 Pacific Daylight Time",1492124225.221250000,0.006544000,0.102343000,34.712266000,25626,259,259,0,0,radiotap:wlan_radio:wlan
331,331,0,23,"Apr 13, 2017 15:57:05.323666000 Pacific Daylight Time",1492124225.323666000,0.001125000,0.102416000,34.814682000,25657,259,259,0,0,radiotap:wlan_radio:wlan
332,332,0,23,"Apr 13, 2017 15:57:05.426063000 Pacific Daylight Time",1492124225.426063000,0.004666000,0.102397000,34.917079000,25716,259,259,0,0,radiotap:wlan_radio:wlan
333,333,0,23,"Apr 13, 2017 15:57:05.528459000 Pacific Daylight Time",1492124225.528459000,0.030943000,0.102396000,35.019475000,25730,259,259,0,0,radiotap:wlan_radio:wlan
334,334,0,23,"Apr 13, 2017 15:57:05.644973000 Pacific Daylight Time",1492124225.644973000,0.000379000,0.116514000,35.135989000,25834,259,259,0,0,radiotap:wlan_radio:wlan
335,335,0,23,"Apr 13, 2017 15:57:05.735926000 Pacific Daylight Time",1492124225.735926000,0.000455000,0.090953000,35.226942000,25912,259,259,0,0,radiotap:wlan_radio:wlan
336,336,0,23,"Apr 13, 2017 15:57:05.846672000 Pacific Daylight Time",1492124225.846672000,0.000291000,0.110746000,35.337688000,26007,259,259,0,0,radiotap:wlan_radio:wlan
337,337,0,23,"Apr 13, 2017 15:57:05.943677000 Pacific Daylight Time",1492124225.943677000,0.005778000,0.097005000,35.434693000,26087,259,259,0,0,radiotap:wlan_radio:wlan
338,338,0,23,"Apr 13, 2017 15:57:06.041388000 Pacific Daylight Time",1492124226.041388000,0.003762000,0.097711000,35.532404000,26190,259,259,0,0,radiotap:wlan_radio:wlan
339,339,0,23,"Apr 13, 2017 15:57:06.143176000 Pacific Daylight Time",1492124226.143176000,0.000383000,0.101788000,35.634192000,26298,259,259,0,0,radiotap:wlan_radio:wlan
340,340,0,23,"Apr 13, 2017 15:57:06.246811000 Pacific Daylight Time",1492124226.246811000,0.000283000,0.103635000,35.737827000,26378,259,259,0,0,radiotap:wlan_radio:wlan
341,341,0,23,"Apr 13, 2017 15:57:06.349841000 Pacific Daylight Time",1492124226.349841000,0.000287000,0.103030000,35.840857000,26452,259,259,0,0,radiotap:wlan_radio:wlan
342,342,0,23,"Apr 13, 2017 15:57:06.458025000 Pacific Daylight Time",1492124226.458025000,0.000282000,0.108184000,35.949041000,26535,259,259,0,0,radiotap:wlan_radio:wlan
343,343,0,23,"Apr 13, 2017 15:57:06.565610000 Pacific Daylight Time",1492124226.565610000,0.000228000,0.107585000,36.056626000,26635,259,259,0,0,radiotap:wlan_radio:wlan
344,344,0,23,"Apr 13, 2017 15:57:06.656296000 Pacific Daylight Time",1492124226.656296000,0.000471000,0.090686000,36.147312000,26707,259,259,0,0,radiotap:wlan_radio:wlan
345,345,0,23,"Apr 13, 2017 15:57:06.759952000 Pacific Daylight Time",1492124226.759952000,0.000471000,0.103656000,36.250968000,26784,259,259,0,0,radiotap:wlan_radio:wlan
346,346,0,23,"Apr 13, 2017 15:57:06.866403000 Pacific Daylight Time",1492124226.866403000,0.000284000,0.106451000,36.357419000,26854,259,259,0,0,radiotap:wlan_radio:wlan
347,347,0,23,"Apr 13, 2017 15:57:06.975220000 Pacific Daylight Time",1492124226.975220000,0.000281000,0.108817000,36.466236000,26923,259,259,0,0,radiotap:wlan_radio:wlan
348,348,0,23,"Apr 13, 2017 15:57:07.071776000 Pacific Daylight Time",1492124227.071776000,0.000480000,0.096556000,36.562792000,26990,259,259,0,0,radiotap:wlan_radio:wlan
349,349,0,23,"Apr 13, 2017 15:57:07.178904000 Pacific Daylight Time",1492124227.178904000,0.000426000,0.107128000,36.669920000,27043,259,259,0,0,radiotap:wlan_radio:wlan
350,350,0,23,"Apr 13, 2017 15:57:07.270587000 Pacific Daylight Time",1492124227.270587000,0.000270000,0.091683000,36.761603000,27115,259,259,0,0,radiotap:wlan_radio:wlan
351,351,0,23,"Apr 13, 2017 15:57:07.377306000 Pacific Daylight Time",1492124227.377306000,0.000279000,0.106719000,36.868322000,27191,259,259,0,0,radiotap:wlan_radio:wlan
352,352,0,23,"Apr 13, 2017 15:57:07.488651000 Pacific Daylight Time",1492124227.488651000,0.000469000,0.111345000,36.979667000,27285,259,259,0,0,radiotap:wlan_radio:wlan
353,353,0,23,"Apr 13, 2017 15:57:07.582706000 Pacific Daylight Time",1492124227.582706000,0.000299000,0.094055000,37.073722000,27370,259,259,0,0,radiotap:wlan_radio:wlan
354,354,0,23,"Apr 13, 2017 15:57:07.679004000 Pacific Daylight Time",1492124227.679004000,0.005763000,0.096298000,37.170020000,27441,259,259,0,0,radiotap:wlan_radio:wlan
355,355,0,23,"Apr 13, 2017 15:57:07.786251000 Pacific Daylight Time",1492124227.786251000,0.005841000,0.107247000,37.277267000,27524,259,259,0,0,radiotap:wlan_radio:wlan
356,356,0,23,"Apr 13, 2017 15:57:07.885730000 Pacific Daylight Time",1492124227.885730000,0.005298000,0.099479000,37.376746000,27603,259,259,0,0,radiotap:wlan_radio:wlan
357,357,0,23,"Apr 13, 2017 15:57:07.994982000 Pacific Daylight Time",1492124227.994982000,0.005428000,0.109252000,37.485998000,27684,259,259,0,0,radiotap:wlan_radio:wlan
358,358,0,23,"Apr 13, 2017 15:57:08.093042000 Pacific Daylight Time",1492124228.093042000,0.005920000,0.098060000,37.584058000,27770,259,259,0,0,radiotap:wlan_radio:wlan
359,359,0,23,"Apr 13, 2017 15:57:08.193597000 Pacific Daylight Time",1492124228.193597000,0.000284000,0.100555000,37.684613000,27837,259,259,0,0,radiotap:wlan_radio:wlan
360,360,0,23,"Apr 13, 2017 15:57:08.294690000 Pacific Daylight Time",1492124228.294690000,0.000474000,0.101093000,37.785706000,27904,259,259,0,0,radiotap:wlan_radio:wlan
361,361,0,23,"Apr 13, 2017 15:57:08.405256000 Pacific Daylight Time",1492124228.405256000,0.000285000,0.110566000,37.896272000,27967,259,259,0,0,radiotap:wlan_radio:wlan
362,362,0,23,"Apr 13, 2017 15:57:08.511121000 Pacific Daylight Time",1492124228.511121000,0.000461000,0.105865000,38.002137000,28032,259,259,0,0,radiotap:wlan_radio:wlan
363,363,0,23,"Apr 13, 2017 15:57:08.608825000 Pacific Daylight Time",1492124228.608825000,0.000463000,0.097704000,38.099841000,28093,259,259,0,0,radiotap:wlan_radio:wlan
364,364,0,23,"Apr 13, 2017 15:57:08.702610000 Pacific Daylight Time",1492124228.702610000,0.002171000,0.093785000,38.193626000,28162,259,259,0,0,radiotap:wlan_radio:wlan
365,365,0,23,"Apr 13, 2017 15:57:08.907470000 Pacific Daylight Time",1492124228.907470000,0.008004000,0.204860000,38.398486000,28224,259,259,0,0,radiotap:wlan_radio:wlan
366,366,0,23,"Apr 13, 2017 15:57:09.009869000 Pacific Daylight Time",1492124229.009869000,0.063833000,0.102399000,38.500885000,28231,259,259,0,0,radiotap:wlan_radio:wlan
367,367,0,23,"Apr 13, 2017 15:57:09.112335000 Pacific Daylight Time",1492124229.112335000,0.000283000,0.102466000,38.603351000,28359,259,259,0,0,radiotap:wlan_radio:wlan
368,368,0,23,"Apr 13, 2017 15:57:09.220376000 Pacific Daylight Time",1492124229.220376000,0.000283000,0.108041000,38.711392000,28434,259,259,0,0,radiotap:wlan_radio:wlan
369,369,0,23,"Apr 13, 2017 15:57:09.325205000 Pacific Daylight Time",1492124229.325205000,0.000289000,0.104829000,38.816221000,28501,259,259,0,0,radiotap:wlan_radio:wlan
370,370,0,23,"Apr 13, 2017 15:57:09.419457000 Pacific Daylight Time",1492124229.419457000,0.024747000,0.094252000,38.910473000,28531,259,259,0,0,radiotap:wlan_radio:wlan
371,371,0,23,"Apr 13, 2017 15:57:09.521821000 Pacific Daylight Time",1492124229.521821000,0.055446000,0.102364000,39.012837000,28538,259,259,0,0,radiotap:wlan_radio:wlan
372,372,0,23,"Apr 13, 2017 15:57:09.626137000 Pacific Daylight Time",1492124229.626137000,0.000287000,0.104316000,39.117153000,28670,259,259,0,0,radiotap:wlan_radio:wlan
373,373,0,23,"Apr 13, 2017 15:57:09.729035000 Pacific Daylight Time",1492124229.729035000,0.000297000,0.102898000,39.220051000,28762,259,259,0,0,radiotap:wlan_radio:wlan
374,374,0,23,"Apr 13, 2017 15:57:09.838613000 Pacific Daylight Time",1492124229.838613000,0.000301000,0.109578000,39.329629000,28844,259,259,0,0,radiotap:wlan_radio:wlan
375,375,0,23,"Apr 13, 2017 15:57:09.931416000 Pacific Daylight Time",1492124229.931416000,0.031053000,0.092803000,39.422432000,28981,259,259,0,0,radiotap:wlan_radio:wlan
376,376,0,23,"Apr 13, 2017 15:57:10.035618000 Pacific Daylight Time",1492124230.035618000,0.000288000,0.104202000,39.526634000,29032,259,259,0,0,radiotap:wlan_radio:wlan
377,377,0,23,"Apr 13, 2017 15:57:10.146549000 Pacific Daylight Time",1492124230.146549000,0.000285000,0.110931000,39.637565000,29123,259,259,0,0,radiotap:wlan_radio:wlan
378,378,0,23,"Apr 13, 2017 15:57:10.239475000 Pacific Daylight Time",1492124230.239475000,0.000245000,0.092926000,39.730491000,29187,259,259,0,0,radiotap:wlan_radio:wlan
379,379,0,23,"Apr 13, 2017 15:57:10.340951000 Pacific Daylight Time",1492124230.340951000,0.038998000,0.101476000,39.831967000,29236,259,259,0,0,radiotap:wlan_radio:wlan
380,380,0,23,"Apr 13, 2017 15:57:10.443398000 Pacific Daylight Time",1492124230.443398000,0.004687000,0.102447000,39.934414000,29255,259,259,0,0,radiotap:wlan_radio:wlan
381,381,0,23,"Apr 13, 2017 15:57:10.548259000 Pacific Daylight Time",1492124230.548259000,0.000343000,0.104861000,40.039275000,29280,259,259,0,0,radiotap:wlan_radio:wlan
382,382,0,23,"Apr 13, 2017 15:57:10.660947000 Pacific Daylight Time",1492124230.660947000,0.000362000,0.112688000,40.151963000,29405,259,259,0,0,radiotap:wlan_radio:wlan
383,383,0,23,"Apr 13, 2017 15:57:10.750918000 Pacific Daylight Time",1492124230.750918000,0.000466000,0.089971000,40.241934000,29458,259,259,0,0,radiotap:wlan_radio:wlan
384,384,0,23,"Apr 13, 2017 15:57:10.852952000 Pacific Daylight Time",1492124230.852952000,0.007750000,0.102034000,40.343968000,29493,259,259,0,0,radiotap:wlan_radio:wlan
385,385,0,23,"Apr 13, 2017 15:57:10.955340000 Pacific Daylight Time",1492124230.955340000,0.010117000,0.102388000,40.446356000,29527,259,259,0,0,radiotap:wlan_radio:wlan
386,386,0,23,"Apr 13, 2017 15:57:11.062933000 Pacific Daylight Time",1492124231.062933000,0.000283000,0.107593000,40.553949000,29604,259,259,0,0,radiotap:wlan_radio:wlan
387,387,0,23,"Apr 13, 2017 15:57:11.165658000 Pacific Daylight Time",1492124231.165658000,0.000381000,0.102725000,40.656674000,29679,259,259,0,0,radiotap:wlan_radio:wlan
388,388,0,23,"Apr 13, 2017 15:57:11.262546000 Pacific Daylight Time",1492124231.262546000,0.017363000,0.096888000,40.753562000,29839,259,259,0,0,radiotap:wlan_radio:wlan
389,389,0,23,"Apr 13, 2017 15:57:11.364934000 Pacific Daylight Time",1492124231.364934000,0.018543000,0.102388000,40.855950000,29847,259,259,0,0,radiotap:wlan_radio:wlan
390,390,0,23,"Apr 13, 2017 15:57:11.477873000 Pacific Daylight Time",1492124231.477873000,0.000362000,0.112939000,40.968889000,29926,259,259,0,0,radiotap:wlan_radio:wlan
391,391,0,23,"Apr 13, 2017 15:57:11.571828000 Pacific Daylight Time",1492124231.571828000,0.005810000,0.093955000,41.062844000,30016,259,259,0,0,radiotap:wlan_radio:wlan
392,392,0,23,"Apr 13, 2017 15:57:11.673641000 Pacific Daylight Time",1492124231.673641000,0.000373000,0.101813000,41.164657000,30091,259,259,0,0,radiotap:wlan_radio:wlan
393,393,0,23,"Apr 13, 2017 15:57:11.776898000 Pacific Daylight Time",1492124231.776898000,0.000300000,0.103257000,41.267914000,30167,259,259,0,0,radiotap:wlan_radio:wlan
394,394,0,23,"Apr 13, 2017 15:57:11.881023000 Pacific Daylight Time",1492124231.881023000,0.005265000,0.104125000,41.372039000,30249,259,259,0,0,radiotap:wlan_radio:wlan
395,395,0,23,"Apr 13, 2017 15:57:11.985155000 Pacific Daylight Time",1492124231.985155000,0.000421000,0.104132000,41.476171000,30309,259,259,0,0,radiotap:wlan_radio:wlan
396,396,0,23,"Apr 13, 2017 15:57:12.081686000 Pacific Daylight Time",1492124232.081686000,0.001189000,0.096531000,41.572702000,30402,259,259,0,0,radiotap:wlan_radio:wlan
